user_id,listeningPersonality
6cff6f33-3e5d-455a-ae33-b78f83a36a64,The Time Traveler
ec79916d-b558-4d50-878b-05c1f4eef475,The Replayer
25767313-e532-4fb9-8945-22b2ef70e1fc,The Maverick
4712dda6-26f0-40b9-8776-25cc00401668,The Adventurer
243c51e8-1753-416b-b6c6-3a844c423577,The Voyager
5aa58a4f-e144-47dc-9dbd-cdd58358aa46,The Jukeboxer
2b332d20-be55-4da4-9fd1-e0fb0bcf8cce,The Enthusiast
3907e8c7-84d4-4742-8e4d-933a2ad60562,The Early Adopter
4bcd5776-f7a1-449c-af61-c761cd010c51,The Devotee
1b237628-de63-40c6-bd52-fd3d9f8a7259,The Devotee
3392b1cf-edbd-42c7-9f84-f709c715f8fc,The Devotee
ebcb243f-3f1c-44ac-9079-780223e58b57,The Early Adopter
5e0777cb-4932-4b15-a994-48cf62d8c631,The Specialist
54edd6b3-b8c4-4927-849a-7e9d907ba26b,The Time Traveler
c333ea0b-b8a0-4aba-bba1-ea08541c3a9f,The Enthusiast
332e77e8-fe61-4ea8-81c1-4e7ca0ba528f,The Fanclubber
0e14065b-15c8-49f8-a625-e7f8990b8cf1,The Fanclubber
612648e7-59f3-4d0f-9ea9-d6e7f45c3d8c,The Connoisseur
ab0a997a-c6e2-4cd1-b4c1-2f53589d4f12,The Replayer
60f75a63-3aea-4846-89a1-c78f4c4d6d5d,The Jukeboxer
e130421c-d0cb-41f7-a320-5dde82a64404,The Early Adopter
c85f35ba-66a0-481c-b5c7-9bc54646e524,The Time Traveler
a65e634f-c6d4-4fcb-a023-479d6232c35b,The Nomad
4e812244-d23b-4639-abbe-a1daa3ba7f1c,The Devotee
091e71cf-5a98-4cb7-9bc1-ae384e59141f,The Jukeboxer
a9a65e2c-9901-44ca-9748-0d032477110e,The Musicologist
b46c5de6-8da9-4299-b5f9-a1e2a5deece8,The Voyager
4ae0963f-e933-4e78-824b-e0d027d063ce,The Jukeboxer
998f01cd-5fb1-4d58-85dc-be97614443c5,The Deep Diver
bc2e4164-0323-4ef4-ad35-af9a9aedf5b9,The Replayer
df3d8ef3-68d9-499e-a5e0-8e4507f51921,The Maverick
91727c35-f1b3-4252-bff1-fcfdf843cd11,The Connoisseur
c097fd51-06df-4da5-9944-20c3101b24af,The Time Traveler
a4b483b6-a2dd-4ab5-8cca-039a659304a2,The Adventurer
aa33ea9e-f674-400f-9c6b-5130c890b6ee,The Musicologist
2173013f-e4aa-4bf3-9670-094e557b4a64,The Jukeboxer
e1f3de46-89a3-46af-8035-03f2521e17d0,The Connoisseur
e9cc3211-92d2-4c0f-831c-682809d13b43,The Musicologist
61974246-6064-4702-add9-a4a032c93b23,The Replayer
5a3bad3e-ea4c-4b48-be86-57baccb87c7d,The Musicologist
4439aa53-44f1-4b8a-85be-6a9e8a23d894,The Maverick
5ae29e6c-635c-4aa6-b1c9-d5cc91db38ef,The Musicologist
fb4d240f-607a-4214-b70f-b4f13f913b73,The Jukeboxer
ecda2520-7dc6-494c-bbe8-b3303af657cc,The Early Adopter
7562c897-fa44-4826-8868-68bb0b0f5390,The Enthusiast
78076238-4711-4221-a736-dcf02029c0f5,The Deep Diver
34ebfd99-e2a7-4822-bdcc-99f36c71dc4d,The Enthusiast
f203252a-f9d3-402a-9372-25b2f9d6e503,The Enthusiast
2ef1cb64-515f-4f08-b3a8-472f85ba2d35,The Time Traveler
6ec96480-723a-423f-a349-7403a50d9873,The Musicologist
beddeb7e-60d5-4256-8cad-82efe7622a72,The Devotee
123b1cb7-dfa6-40e0-bf8e-709e77d43efc,The Maverick
4760ad65-1627-401b-a398-bac2137e251c,The Adventurer
2002759a-74fa-4e38-a7e1-dc3ed7ec909d,The Voyager
d6d8c0b5-96cb-4f7b-9219-a651958e9e3d,The Voyager
b6f0384a-eb01-4af7-acdc-cd124d64e82f,The Nomad
6f08013a-5c6d-4489-b75b-fe0d72c24c67,The Deep Diver
40f26f93-686b-48c5-8e3c-efc6795ef0bf,The Specialist
3fbe71a2-e610-4dda-92c8-ef4fc5331811,The Enthusiast
a882fb37-dd95-43b9-bf65-7eadbfa566a0,The Replayer
00f77dc6-a787-45d5-a1fe-d39f0206eb89,The Time Traveler
813f5e9f-9eda-49c6-955b-07afa8df3a25,The Fanclubber
0b005be2-956f-4489-a3e5-27f53bdbd27c,The Time Traveler
f9377238-7436-488a-9cbd-72b57960a31c,The Jukeboxer
5852f305-eae9-4ec7-9c05-305d937f824c,The Specialist
360a81c5-54d0-48c9-be9b-ebf1c056cd73,The Musicologist
58baba89-c3d5-4c77-bd88-26bca9415646,The Replayer
cd9b6523-c228-464c-a3f6-54c3d86d7b77,The Specialist
0608f0e6-0b6a-417b-90b2-b7849ece7544,The Adventurer
6a9504b5-2d72-48a1-9f07-77620f4ab3a9,The Fanclubber
2be3f943-b873-461f-9028-ff8f6a0e3c2a,The Musicologist
f5c0b01f-c2cd-4426-98c1-f0b8dd4a5285,The Time Traveler
806d008b-d392-4165-a04e-9c9b7942d16d,The Early Adopter
9f6afbec-8718-4009-baf0-3dc3d94c671e,The Nomad
058bf7dc-f974-45d9-bfe3-ffead0df5691,The Top Charter
29c87bb1-a498-472b-8a91-8db5dbae959b,The Nomad
cc79241c-5a56-4080-824b-c92e14be3ee6,The Nomad
b8936ea4-288f-481c-94dd-74bb0253585a,The Early Adopter
d417d388-fa99-4bfa-a679-e8d273adb7b7,The Time Traveler
8c5e4a2f-f339-4cb7-88f1-5ecc4c4e56e2,The Musicologist
c7e5a75c-0df3-4dd3-94e2-c778040f9056,The Maverick
7b04f356-b204-4882-9a3a-75cf8ed38235,The Top Charter
6c13f81f-90c7-4894-bc66-0cd29494b7e8,The Replayer
15ad44e5-72b2-407e-8c38-54f42c2b4a9a,The Time Traveler
9a5c86f3-353b-4919-aaae-254c29b99ca5,The Replayer
513b6613-46ab-4747-bc9a-0ad8bb8f75b7,The Maverick
3e028268-edb4-4c2a-9633-334eb9352dca,The Devotee
54c88379-58bb-4258-940f-85f995585fcb,The Specialist
01eb1db5-4476-494a-adc4-2633c510d913,The Enthusiast
b9618b1d-d548-4299-b5ab-75114db1bca3,The Fanclubber
5591c989-4051-4b20-8324-33b2874b0640,The Time Traveler
458ea90c-ed39-428f-a2fb-cc53f708c51b,The Nomad
2ed5cbaf-2c42-42cf-a1b1-3b1659003d50,The Connoisseur
edd09789-ce40-45c8-bf12-2d021f7a64c8,The Replayer
ec478656-f7a3-4f61-8682-2984b77819c1,The Top Charter
7a4d500a-4fb0-4f04-ad3f-bbbb460e33b7,The Replayer
929b4847-beba-43d7-bea3-2f757c5e6a2b,The Fanclubber
9789bb1d-135a-4250-a340-d63f3032024c,The Specialist
2000cc39-beb5-46fc-9aa3-c656f0cdf25f,The Early Adopter
b34c8ac9-4513-44cd-86e4-bbd7995015bb,The Adventurer
b2a28f86-07d6-441a-b867-10721f3ff247,The Specialist
d6124dfc-080e-4d48-8377-fbdb0b9c8752,The Jukeboxer
727279ca-4fc5-48e9-af53-867f975d14ae,The Time Traveler
e3197ccb-3172-4027-94fd-afab77a1c336,The Enthusiast
d2c24867-eb99-459c-9ea0-4eac1256f114,The Replayer
8ef66209-6a73-40a6-aabf-67d84644f0f2,The Jukeboxer
c4f90cda-c7dc-42d9-8c05-591804723057,The Maverick
ef56d246-d33f-42c3-b828-f63c32b42a1c,The Fanclubber
b55a8bf9-07f6-45c0-b168-e617667aa8dd,The Early Adopter
f5522191-2d6b-44f0-bbbc-383d5e81af5d,The Devotee
d2aeab28-5391-46fd-a7ac-1262fc39f018,The Time Traveler
dd07502b-b632-4f40-a6e9-335f5fcc603e,The Voyager
62ce27cb-9ad1-428a-b05a-e2dbc435f774,The Early Adopter
be2b321d-983a-4ded-9cb4-6b6836443168,The Fanclubber
e7178657-bb77-4cd3-9038-5bb53171cf44,The Adventurer
145aacb8-37b6-4c29-87f2-533b8bedff7d,The Voyager
2c52d743-28dd-4284-b92c-6ae0d81e6a86,The Nomad
f4101096-4f4f-4b4f-a254-8ba378ac359a,The Musicologist
a7ababa0-ca7b-4362-b80f-990f60fa1f0e,The Nomad
7d77bf0c-be1d-4437-a549-fd666f90b455,The Top Charter
2617016c-bcf5-439a-97f0-7f6890d9732b,The Musicologist
388d2548-4838-44ac-9ba9-336819686acb,The Jukeboxer
79658c7f-49d6-4def-b43b-0d77f7a31549,The Devotee
a3f936e0-4001-4ce6-a21b-0d878d0f937d,The Time Traveler
07f81520-74a2-40f5-95f2-2509cd67542a,The Top Charter
65142f39-d29a-495c-9d9f-d0051caecb1c,The Fanclubber
41508c70-603f-4a4d-8b07-f6b72833bcb1,The Nomad
a2568fde-7643-44a4-a243-deea28a1b3cc,The Fanclubber
61491f2a-9488-4010-aafc-40a955c13163,The Musicologist
1028b82a-2d6b-4f8a-adcd-a9050e0ac06b,The Replayer
f70a4cfe-82cd-4ca2-bd25-92f6611a890b,The Time Traveler
f5313985-bcde-423c-883e-20179f9f733e,The Specialist
e8791f66-cabd-4da6-ab40-5afdd1dfe93d,The Early Adopter
d8c799ee-7397-47c9-9b4b-fe6f58683a95,The Musicologist
756585d4-e7c8-43e5-8801-d4d8af4c883e,The Replayer
19e44563-a747-4145-b38a-3f09f7560991,The Deep Diver
853d4d91-2418-4cc9-b379-701dc91110d0,The Specialist
148ca4a2-b49a-490a-bedb-2c33a00a7587,The Musicologist
d89652f2-c2bd-49ba-9d44-038c14fbdb32,The Jukeboxer
b854db68-aee1-40e9-8911-517c2f94965d,The Early Adopter
8cc5a81f-29b9-4e8b-9073-ab8d60008422,The Time Traveler
188b53d4-a4e8-4121-89bb-dd6b0ba60b55,The Deep Diver
48ff505b-e48b-4d1d-88fa-0ecb87311f24,The Musicologist
c50e23aa-a4ad-4436-b23d-6b52d5bc57f1,The Early Adopter
f2e8f1fe-b22a-4929-b557-f7dcc50ff2bc,The Jukeboxer
166aff63-73eb-4746-bcfb-c89407577a2a,The Musicologist
5f6eb524-61b2-410c-8ed7-789a781821de,The Replayer
7a599a78-635c-49d2-8e2c-02ce515e59d4,The Musicologist
7b55c199-1717-4a33-8158-bf1273a17097,The Enthusiast
5d7ae005-3b71-4810-8d16-3dbb42803264,The Voyager
cedbe41d-04ca-481e-8bf5-1c78146ae820,The Early Adopter
c67fb8d5-5200-4a59-98c0-58b21480d31b,The Devotee
67203b57-e288-4b92-b4e6-8a1c57d2d285,The Nomad
d2d975e6-537f-4144-b013-6caef909ccbc,The Devotee
738f6fab-d0e8-4296-bc8c-52ba9a5859f7,The Fanclubber
da449710-f281-46dc-b9ed-cdcfeb79dca8,The Deep Diver
397885d6-316e-4f0b-b840-e131e3e203c1,The Musicologist
08f863a7-fe87-4e65-9012-f56678c756dd,The Deep Diver
ba3b3641-85ed-46c4-9af2-0222d8bc744e,The Early Adopter
cd56de7d-9842-49e2-8b16-04acaf14cbef,The Specialist
e63a8327-dda0-4ad9-b509-b95470f4f6e2,The Early Adopter
da4aa0c4-50c5-4f92-ba64-e16d707708ad,The Fanclubber
6f399b45-b442-4b02-8a99-bb83bc67b0c1,The Musicologist
36a17946-6403-4fa9-b9bd-66f19526ecbd,The Jukeboxer
e3faa2f6-8adf-4e3c-85c9-f5b1005b51b3,The Specialist
81bdd988-a2ec-49e8-8350-c492a24738f2,The Adventurer
17f282ed-89df-4ef8-8d79-f4f5a0281354,The Voyager
4969ed29-940a-4dad-99a7-7403a1a1cb69,The Specialist
a54899c1-5bd0-426a-b05b-fa78634f0d67,The Deep Diver
881d4d24-ba27-46e8-9888-b2ab88c9f45e,The Top Charter
298fcb63-045e-4af8-9b51-2b0783bc741f,The Adventurer
bff04316-0fcb-41de-99b6-f1167fe0e07a,The Early Adopter
5dbe75c9-9f5e-4937-86c2-3e797089ca8c,The Musicologist
fdb90f8a-b9ef-4ae6-8401-b3456896fa9b,The Nomad
6261872e-7506-43e3-9755-87d0cad8faf3,The Musicologist
3725962f-ed20-44a5-b8ce-6aa79eeb7d47,The Jukeboxer
120a96b5-6077-4ccd-bd46-75aeb7f38a59,The Voyager
144bbad6-0463-4ae4-9b34-4fe86025c740,The Early Adopter
49d35728-68c3-4aad-991a-b8c5bd0e9ea7,The Nomad
611e931b-b39a-4c8f-a390-faf24875fe0f,The Replayer
517a36ed-d099-4575-ae5b-f4fdf23f6ec9,The Replayer
d793d83a-756e-496e-8396-e39b97cdcc42,The Early Adopter
fea15764-caf2-4b69-a19d-48810c51736e,The Specialist
bcaf30d0-429b-4365-ab12-c57fe913187b,The Voyager
482d9cff-b198-4b2a-83be-2035a35a97e4,The Devotee
c0fdb3a0-a205-44fb-80e2-b556133ac16d,The Nomad
9814eb75-1ba3-4ac7-a846-770cd291e865,The Jukeboxer
121ea502-40c7-4edc-94fa-18bd806de0b1,The Devotee
ff9e683c-582b-4d71-8500-105c82cc85b3,The Adventurer
3002df95-8fc6-44a3-856b-017fae864645,The Nomad
57e7bdf1-aa07-4510-9308-c0095f33dd71,The Jukeboxer
76bcf0bb-3f59-4ca2-a51e-edd67edfd7d8,The Deep Diver
be158745-26b2-49c3-8134-115ab77cd7fb,The Jukeboxer
82a696b2-e068-4620-acd8-daef14da457d,The Connoisseur
4ebdd465-d562-45e8-8437-3708cfed61f3,The Enthusiast
7ed803c1-13aa-4d1d-866c-540be46ae039,The Top Charter
b50dbcba-2a73-403c-9baa-5503624ecad2,The Time Traveler
1ec18632-b8e2-49f0-ad75-4d51686c4898,The Fanclubber
8181518f-0992-438b-a1e5-5de98d108033,The Early Adopter
827dd0f3-0079-4c10-ab94-6fb86f640426,The Fanclubber
e7b9ca8a-340a-4271-a7f2-abe737b22379,The Adventurer
e5e908d6-c27e-42af-81fb-e9195c1acdef,The Voyager
4dd2a7e7-9c70-46f4-8cd7-d203226b1a41,The Jukeboxer
dfdc9349-8286-4ab4-bc31-26a8710a6e11,The Specialist
23f2d0f7-784e-4156-be82-6bc4ad6f2ea2,The Adventurer
c1ffa877-6774-4a1c-9d1d-f58108cdac3c,The Jukeboxer
3352787c-1e1b-4f19-93b0-3b05be86923b,The Deep Diver
d211baf2-fcb7-4504-b44c-735d43726100,The Connoisseur
01ffa57d-7430-4dfb-8918-17a5fa4e7cfc,The Top Charter
73fcb263-1891-4798-af73-765a1fb1947e,The Musicologist
2ff6ed2d-b86c-4630-b440-83b15145b43d,The Musicologist
caed7f33-0a97-46bf-b771-41dfc9c2ae74,The Time Traveler
6d23e531-099e-4815-bda9-a27f3c09d5aa,The Devotee
a2d05bdf-2f13-4e27-9583-afb60b9d15b4,The Replayer
d46254b7-4c08-4c4c-95b7-3e81b69d8954,The Nomad
38ef5e02-bb3e-4ace-aa65-cbea7af252c4,The Deep Diver
17e6de00-1dbd-4415-b84f-efa988b0a75a,The Deep Diver
671f5441-f787-466e-a0ef-820a80b10183,The Enthusiast
7bde4bdf-5cec-4892-a790-ccc5167ce082,The Replayer
9e111050-577e-47cb-bf80-76d40e20054c,The Maverick
d3ac0f67-50d2-4c99-bc49-7b305b3f7a48,The Devotee
7615cc6b-4de8-4efe-b726-b24e6d91cc92,The Enthusiast
121c9601-615a-49f0-bfe3-baa65d1cfed2,The Devotee
0e24e525-46e9-4b21-aa7a-1fcc16ddbe4d,The Adventurer
be3aa180-bf14-4a30-8152-e92be544d620,The Early Adopter
b9646ce8-a2b0-4fab-a8b1-bab0f11c51ac,The Early Adopter
c362ce1f-c0de-4af4-9b2b-061bda926186,The Connoisseur
da7f3fde-cea6-46b9-be24-ad39c170c6d2,The Time Traveler
9b7a6c0a-7e9c-4475-9b11-a797f8873361,The Enthusiast
12474002-1362-4b24-8be9-9cb4e0c6d0c7,The Specialist
d670acb4-238c-4217-bf4d-ed6e210b01e4,The Time Traveler
458a2fcf-3da8-4480-ac07-0f5c84c8c0fe,The Voyager
63b8b555-cbc9-4069-9c18-eff05de5e46b,The Connoisseur
4adcba00-d41d-4dba-b415-305d7b8cb1df,The Deep Diver
631d6eac-5569-4115-8186-ad1c9755e06f,The Nomad
a3499e8a-a41e-4801-9740-7d1887b1dbff,The Replayer
26881aa3-1cb3-416e-9c05-eaeed57d22a4,The Replayer
21446ada-8c4d-42f1-a53b-7d8ce41b71ee,The Deep Diver
efa75655-015d-4a08-a65e-f347d017d2ca,The Deep Diver
56c9b85a-ce9c-4c74-a98c-b2d5064cee50,The Time Traveler
aa9a6cb8-1c62-4dca-9555-623b9147cfbe,The Time Traveler
e6bca4de-e64d-4d95-9aaf-7c673cfb8c2d,The Time Traveler
ca404578-f747-4889-aed3-40bc012120d9,The Enthusiast
2406c621-c82d-4b1c-84de-de01d33b1143,The Nomad
73f55956-7791-4030-8185-ad73f8aaaad8,The Specialist
4b097c54-48e9-4ad5-94a3-9fb51aa87d08,The Devotee
9aa9fd6f-45ec-4ace-8fd1-1bd3c9c9ede8,The Early Adopter
41b8a098-5476-4a4e-be21-204de98add9f,The Time Traveler
330cbc2f-fd4b-4c37-8233-2a3237593991,The Maverick
7a0af077-b7ec-48b7-9d70-6da1fee7c9d5,The Connoisseur
e39c37cb-624a-407c-b632-7b3b48c7ef90,The Maverick
e7fc878b-1ce1-422f-9772-032938da457a,The Enthusiast
b1c92450-593a-4543-8344-bf54057a3759,The Musicologist
baaeb784-b49c-42f1-8215-05ea359ecc89,The Specialist
4e222a83-2296-4313-ae5d-f9fe27dc6ff4,The Time Traveler
e7e028bb-0f58-41dc-befb-9789c32bac6f,The Connoisseur
6809ee73-fa3e-4e55-b9a1-cc64c87756ef,The Specialist
4edf29b4-01c0-4e4b-9a5b-10072fa0af26,The Jukeboxer
fa3f2262-d47c-48ee-8c01-cc570ddf3b7a,The Voyager
553b9aa3-4093-45a2-baf7-136b31febe04,The Fanclubber
569fd5c8-0fbd-4359-a53d-9137b9bba43d,The Nomad
352dbfc8-89d4-4d1a-9468-4f7a167cdcf6,The Time Traveler
48ade87c-4cf7-4ffd-8262-d5ab4947b752,The Early Adopter
50f9a694-7592-4de9-b617-48007948cc88,The Fanclubber
bb1043da-0c58-4dfe-80c5-574f1e95de0d,The Enthusiast
d7189103-a66c-485c-be27-e2d5121c2ae3,The Musicologist
9841378f-42ed-4e91-b5bd-433eea29f618,The Time Traveler
4b5530d6-afc6-41d2-a0d0-31fc8587a7ff,The Nomad
9be0c1ed-ae89-45a8-8f06-4c8a3631d89c,The Devotee
11ae5616-f8c8-483c-af06-993c2b926978,The Musicologist
03073faa-41ea-4e46-98e4-40cfb1fbad04,The Devotee
2da1e198-2c38-44a8-a59c-9a9bc365fba9,The Time Traveler
dc13a75a-f982-4583-baf7-306b01b9c21a,The Early Adopter
3e7a30e5-44d5-4750-90e8-309e6ab48e95,The Enthusiast
44f361c9-71d0-4f9c-8a8c-9876aca75839,The Jukeboxer
28df90d3-0b0b-4e7d-8ad1-e2c851f13e31,The Deep Diver
df8f3933-8e8e-4eff-a78e-b844d722c47e,The Musicologist
53ffd26e-61b7-44ce-9675-fbb9c267660a,The Enthusiast
727aaeee-6255-47de-b7d4-f04bde1fccc7,The Top Charter
3ceea148-bfc6-4ba4-ad8c-5847fa9a1b97,The Voyager
0a2046cf-6216-463e-b87b-e8c8078895c2,The Specialist
4ba87607-6cf9-4dfd-965a-2493f587f3dd,The Early Adopter
69f4a7d1-2aaa-41f1-a93a-3174bcab476a,The Enthusiast
2c33d5bd-8757-482b-882b-d9af03d9275d,The Specialist
12feb1ac-16d4-4bb7-b878-812df2f068d7,The Time Traveler
663e1089-dbd4-4ef2-b3de-c17c35f41de0,The Voyager
32dd53bf-4bc2-4db2-91b4-cbc064b16d47,The Replayer
391af840-2c97-41a2-ad1a-695f9dc2ded4,The Fanclubber
a00253ee-6d1b-4147-a598-44069a397d36,The Musicologist
19ee7c00-0dd7-4909-be87-fb0cb50dd696,The Voyager
04b6e981-fc25-4e32-9b51-c6f83ae3a316,The Replayer
3b3e9680-71cf-4ba8-93ce-69e688be3daf,The Devotee
6e5a83b0-7037-4aaf-b8b2-b57f09adc383,The Top Charter
69d874d7-eac2-4faa-9389-3b2efb325ed6,The Jukeboxer
72c97086-e163-4807-8501-2417e52cde2b,The Deep Diver
f7114817-5630-4c2f-bfbb-cda9be7ce388,The Early Adopter
1b57b5e9-15a2-4a35-b5cc-d88109aaf57d,The Fanclubber
0d471775-3ff8-45ec-b1ba-30f433b3e920,The Time Traveler
79444b78-bc9b-4d9c-a3d1-8b5818120247,The Specialist
99e047c6-95ae-42e6-92f8-77247e655abd,The Musicologist
6be43e62-5653-4b9b-8e4a-633a220865b4,The Specialist
16275c72-931b-4df3-8c76-1bf4d49e839b,The Adventurer
b2f7a61a-fef2-402c-bf6d-55f6b4d473cd,The Voyager
b5e986b4-5b79-4b20-990f-f87f4c584954,The Replayer
7dbce87e-a4e4-4a4c-916c-aa933e6cdf12,The Fanclubber
a2f562e0-21f3-4580-82c6-738b0782754e,The Top Charter
2de1c162-3cfc-47d4-bd7b-512804be43e5,The Early Adopter
b9a7cd27-2410-42e4-b686-d7e7e175aca4,The Devotee
71aa5e23-9c4e-4987-9519-1847813d3ce2,The Enthusiast
df2206f0-8665-44f4-9420-1eff2c825329,The Fanclubber
bdbcad04-1238-4ff1-acec-6805312d1ffe,The Fanclubber
7a0a1328-8293-4817-bb37-9d53a3936d16,The Connoisseur
24e8c10e-d352-456f-848d-679eccb84a83,The Nomad
faa832bb-390a-425b-8759-be413a160dd5,The Early Adopter
12ecbdf1-996b-4fef-9c7a-2bb1c46ca1c5,The Musicologist
270e749d-c4d7-4d4b-9a63-603c17a1aab5,The Musicologist
e56b4da5-cc0d-4712-ac18-644b86101095,The Adventurer
adfaff67-ebab-41c6-9898-ee2249dddb3c,The Fanclubber
76a16480-6754-4e2f-91a3-4bf7ed8e4ecd,The Nomad
bd3d59a0-8c35-4f5c-9ce0-20bfc00f680f,The Enthusiast
820e7685-89d7-4627-9429-83ff43456d4d,The Fanclubber
4a8757ea-c0ef-49ca-99b8-303fc091b27a,The Connoisseur
52e3cadf-d7d9-48a6-9e15-f167b30ec80d,The Replayer
83a6babd-0473-40be-9a5d-ddff13f33ee4,The Deep Diver
eb24d253-4247-405e-989d-32a9ddf37be9,The Adventurer
9f37c4ce-2bf6-4660-90cc-113cc99cdd81,The Specialist
2291e253-bdd2-4df3-b52f-23692e02bd16,The Nomad
1a492bc8-c7b8-4331-abfb-f1e0c93023cc,The Time Traveler
f9493146-ca4d-41f9-97a5-7ae75b8e8c0a,The Replayer
35603f31-4058-4a5f-b4ac-ebc816a1038e,The Connoisseur
657efe95-126f-4212-b479-09b12092cfa5,The Top Charter
71fea99a-2126-460e-84da-5e3d091dc11b,The Early Adopter
9cc60973-54f0-4726-9ac9-91d310722479,The Maverick
548b76e1-fe85-4dfe-8d45-60cab36b7532,The Specialist
3b0e014e-88bd-4ffe-b70c-8344f94f122d,The Top Charter
