Index,Title,ArtistID,Artist,Top Genre,Year,Length (Duration),Popularity
1422,Lessons In Love,1584,Level 42,art rock,1987,246,62
1426,Wonderful Life,1585,Black,dance rock,1987,288,64
1434,Fast Car,1586,Tracy Chapman,folk,1988,297,77
1442,Like The Way I Do,1587,Melissa Etheridge,folk,1988,324,57
1447,Musica è,1588,Eros Ramazzotti,italian pop,1988,659,38
1449,Ich bin wie du,1589,Marianne Rosenberg,classic schlager,1988,218,45
1452,Listen to Your Heart,1590,Roxette,europop,1988,328,76
1453,Fairytale of New York (feat. Kirsty MacColl),1591,The Pogues,celtic punk,1988,272,83
1454,Living Years,1592,Mike & The Mechanics,album rock,1988,330,55
1459,Handle With Care,1593,Traveling Wilburys,album rock,1988,200,63
1460,(Something Inside) So Strong,1594,Labi Siffre,classic uk pop,1988,337,50
1462,Twist in My Sobriety,1595,Tanita Tikaram,new wave pop,1988,292,46
1476,Daar Gaat Ze,1596,Clouseau,belgian rock,1989,229,39
1483,Free Fallin',1597,Tom Petty,album rock,1989,256,76
1484,Let Love Rule,1598,Lenny Kravitz,permanent wave,1989,342,51
1485,Epic,1599,Faith No More,alternative metal,1989,294,68
1486,Black Velvet,1600,Alannah Myles,classic canadian rock,1989,287,71
1492,Monkey Gone to Heaven,1601,Pixies,alternative rock,1989,177,61
1495,If I Could Turn Back Time,1602,Cher,dance pop,1989,240,72
1496,Love Shack,1603,The B-52's,art rock,1989,322,69
1498,Papa,1604,Stef Bos,christelijk,1990,193,57
1503,Silent Lucidity - Remastered/2003,1605,Queensrÿche,album rock,1990,348,61
1505,Hunger Strike,1606,Temple Of The Dog,alternative metal,1990,246,59
1510,More Than Words,1607,Extreme,album rock,1990,334,67
1513,Met Hart En Ziel,1608,Tröckener Kecks,dutch indie,1990,226,38
1514,Love Rears Its Ugly Head,1609,Living Colour,alternative metal,1990,259,50
1515,Hard To Handle,1610,The Black Crowes,album rock,1990,188,68
1536,Lekker Op De Trekker ('n Boerinnen-Wervingslied),1611,Mannenkoor Karrespoor,levenslied,1991,216,39
1541,Year of the Cat - 2001 Remaster,1612,Al Stewart,album rock,1991,401,61
1544,No More Tears,1613,Ozzy Osbourne,album rock,1991,443,66
1545,You,1614,Ten Sharp,pop,1991,273,61
1551,Walking in Memphis,1615,Marc Cohn,folk,1991,253,69
1563,I Can't Make You Love Me,1616,Bonnie Raitt,classic rock,1991,333,66
1564,Love of the Common People,1617,Paul Young,album rock,1991,221,55
1568,Killing In The Name,1618,Rage Against The Machine,alternative metal,1992,314,78
1572,Kayleigh,1619,Marillion,album rock,1992,243,58
1576,Conquest of Paradise,1620,Vangelis,cyberpunk,1992,278,61
1577,Would?,1621,Alice In Chains,alternative metal,1992,207,71
1582,What's Up?,1622,4 Non Blondes,new wave pop,1992,296,78
1584,Plush - 2017 Remaster,1623,Stone Temple Pilots,alternative metal,1992,314,61
1585,Eloise,1624,Barry Ryan,bubblegum pop,1992,345,45
1589,I've Got Dreams to Remember,1625,Otis Redding,classic soul,1992,196,49
1590,Jump Around,1626,House Of Pain,gangster rap,1992,215,74
1594,Out Of Space,1627,The Prodigy,big beat,1992,298,48
1597,Rosalyn,1628,Vitesse,nederpop,1992,208,39
1599,Why,1629,Annie Lennox,europop,1992,294,64
1600,Rhythm Is A Dancer,1630,SNAP!,diva house,1992,332,57
1602,No Rain,1631,Blind Melon,alternative metal,1992,217,73
1603,Creep,1632,Radiohead,alternative rock,1993,239,82
1607,Linger,1633,The Cranberries,irish rock,1993,275,75
1611,I Will Survive - Single Version,1634,Gloria Gaynor,disco,1993,199,60
1613,Disarm - Remastered,1635,The Smashing Pumpkins,alternative metal,1993,197,62
1617,In-A-Gadda-Da-Vida - Single Version,1636,Iron Butterfly,art rock,1993,174,57
1618,Gaia,1637,Valensia,classical rock,1993,331,39
1619,Mull Of Kintyre - 1993 Digital Remaster,1638,Wings,album rock,1993,283,56
1624,La solitudine,1639,Laura Pausini,europop,1993,241,57
1628,I Want You Back,1640,The Jackson 5,adult standards,1993,181,65
1629,Younger Days,1641,The Fatal Flowers,dutch indie,1993,188,42
1632,Hallelujah,1642,Jeff Buckley,alternative rock,1994,414,73
1633,Oude Maasweg,1643,The Amazing Stroopwafels,dutch rock,1994,206,45
1635,Black Hole Sun,1644,Soundgarden,alternative metal,1994,319,76
1642,All I Want for Christmas Is You,1645,Mariah Carey,dance pop,1994,241,95
1645,Smooth Operator - Single Version,1646,Sade,british soul,1994,259,66
1646,Glory Box,1647,Portishead,art pop,1994,309,67
1651,Live Forever - Remastered,1648,Oasis,britpop,1994,277,55
1652,Mmm Mmm Mmm Mmm,1649,Crash Test Dummies,canadian rock,1994,235,57
1653,Annabel,1650,Hans De Booij,dutch cabaret,1994,213,45
1666,Vivo per lei,1651,Andrea Bocelli,adult standards,1995,266,64
1670,You Do Something To Me,1652,Paul Weller,britpop,1995,219,58
1671,Lemon Tree,1653,Fools Garden,german pop rock,1995,191,73
1672,Weak,1654,Skunk Anansie,british alternative rock,1995,212,24
1674,Gangsta's Paradise,1655,Coolio,g funk,1995,241,80
1676,Don't Speak,1656,No Doubt,alternative rock,1995,264,67
1685,Diane,1657,Therapy?,alternative metal,1995,300,44
1696,She - Tous les visages de l’amour,1658,Charles Aznavour,chanson,1996,153,60
1699,Down Under,1659,Men At Work,album rock,1996,221,74
1702,Where the Wild Roses Grow - 2011 - Remaster,1660,Nick Cave & The Bad Seeds,art rock,1996,237,59
1707,Wannabe,1661,Spice Girls,dance pop,1996,173,80
1709,Killing Me Softly With His Song,1662,Fugees,east coast hip hop,1996,299,74
1711,Children,1663,Robert Miles,eurodance,1996,243,67
1712,No Diggity,1664,Blackstreet,boy band,1996,305,76
1713,"Casser la voix - Live ""Si Ce Soir""",1665,Patrick Bruel,chanson,1996,455,35
1714,Beautiful Goodbye,1666,Amanda Marshall,canadian pop,1996,317,37
1715,Ain't Nobody,1667,Chaka Khan,dance pop,1996,281,70
1717,Novocaine For The Soul,1668,Eels,alternative rock,1996,189,54
1719,Bitter Sweet Symphony,1669,The Verve,alternative rock,1997,357,78
1720,Zeg Me Dat Het Niet Zo Is,1670,Frank Boeijen,dutch cabaret,1997,161,48
1725,Op Fietse,1671,Skik,dutch indie,1997,291,46
1731,Chan Chan,1672,Buena Vista Social Club,latin jazz,1997,257,68
1735,You'll Never Walk Alone,1673,Gerry & The Pacemakers,adult standards,1997,160,55
1740,Little Green Bag,1674,George Baker Selection,classic uk pop,1997,195,44
1741,Beds Are Burning - Remastered,1675,Midnight Oil,australian rock,1997,258,63
1742,"My Heart Will Go On - Love Theme from ""Titanic""",1676,Céline Dion,canadian pop,1997,280,75
1750,Songbird,1677,Eva Cassidy,adult standards,1997,225,61
1760,The Whole of the Moon,1678,The Waterboys,art rock,1998,299,59
1762,Narcotic - Long Version,1679,Liquido,german alternative rock,1998,278,42
1765,Zelfs Je Naam Is Mooi,1680,Henk Westbroek,alternative pop rock,1998,270,49
1766,Toen Ik Je Zag - Single Version,1681,Hero,pop,1998,205,47
1776,Freak On a Leash,1682,Korn,alternative metal,1998,256,73
1778,Non non rien n'a changé,1683,Les Poppys,alternative pop rock,1998,190,50
1788,Pure Morning,1684,Placebo,alternative rock,1998,255,60
1793,Praise You,1685,Fatboy Slim,big beat,1998,323,44
1797,Hijo de la Luna,1686,Mecano,latin,1998,266,62
1804,Total Eclipse of the Heart,1687,Bonnie Tyler,europop,1999,270,75
1811,The Family Tree,1688,Venice,alternative rock,1999,205,41
1812,Porcelain,1689,Moby,downtempo,1999,241,54
1816,All Star,1690,Smash Mouth,alternative rock,1999,200,80
1818,Il Volo,1691,Zucchero,classic italian pop,1999,332,24
1819,The Next Episode,1692,Dr. Dre,g funk,1999,162,70
1820,Geen Kind Meer,1693,Karin Bloemen,dutch cabaret,1999,263,38
1821,All The Small Things,1694,blink-182,pop punk,1999,167,79
1827,Hey Boy Hey Girl,1695,The Chemical Brothers,alternative dance,1999,290,65
1828,At Last,1696,Etta James,adult standards,1960,180,74
1831,Stand by Me,1697,Ben E. King,adult standards,1962,180,77
1841,House Of The Rising Sun,1698,The Animals,album rock,1964,271,69
1846,Nathalie,1699,Gilbert Bécaud,chanson,1964,245,53
1854,Unchained Melody,1700,The Righteous Brothers,adult standards,1965,218,70
1856,Feeling Good,1701,Nina Simone,adult standards,1965,174,74
1863,Mr. Tambourine Man,1702,The Byrds,art rock,1965,149,62
1866,California Dreamin' - Single Version,1703,The Mamas & The Papas,adult standards,1966,162,76
1876,When a Man Loves a Woman,1704,Percy Sledge,classic soul,1966,174,66
1878,How Can We Hang On To A Dream,1705,Tim Hardin,classic uk pop,1966,123,48
1881,"It's A Man's, Man's, Man's World",1706,James Brown & The Famous Flames,motown,1966,167,63
1888,Respect,1707,Aretha Franklin,adult standards,1967,148,73
1889,White Rabbit,1708,Jefferson Airplane,album rock,1967,151,69
1892,Hey Joe,1709,Jimi Hendrix,album rock,1967,210,71
1908,Somebody Will Know Someday,1710,Cuby & The Blizzards,dutch indie,1967,413,37
1912,San Francisco (Be Sure to Wear Some Flowers In Your Hair),1711,Scott McKenzie,bubblegum pop,1967,179,53
1914,I'm a Believer - 2006 Remaster,1712,The Monkees,brill building pop,1967,167,73
1916,Sunshine Of Your Love,1713,Cream,album rock,1967,250,74
1919,Green Green Grass Of Home,1714,Tom Jones,adult standards,1967,185,62
1921,Pastorale - Remastered,1715,Liesbeth List,dutch rock,1968,256,45
1932,What A Wonderful World - Single Version,1716,Louis Armstrong,adult standards,1968,139,68
1934,The Weight - Remastered,1717,The Band,album rock,1968,274,72
1938,Born To Be Wild - Single Version,1718,Steppenwolf,album rock,1968,213,67
1943,MacArthur Park,1719,Richard Harris,pop,1968,450,36
1964,Venus,1720,Shocking Blue,classic rock,1969,188,59
1965,Son of a Preacher Man,1721,Dusty Springfield,adult standards,1969,149,61
1969,Beautiful People,1722,Melanie,classic uk pop,1969,215,44
1973,The Thrill Is Gone,1723,B.B. King,blues,1969,325,60
1976,Streets of London,1724,Ralph McTell,british folk,1969,249,57
1979,The First Time Ever I Saw Your Face,1725,Roberta Flack,adult standards,1969,261,64
1983,Get Ready,1726,Rare Earth,blues rock,1969,"1,292",45
1985,Suite: Judy Blue Eyes - Remastered,1727,"Crosby, Stills & Nash",album rock,1969,444,67
1992,Johnny B. Goode,1728,Chuck Berry,blues rock,1959,162,74
1993,Take Five,1729,The Dave Brubeck Quartet,bebop,1959,324,65
1994,Blueberry Hill,1730,Fats Domino,adult standards,1959,148,56
